clientId,educationalInstitutionId,clientName,trailId,trailName,trailDescription,trailThreadId,trailThreadName,sectorId,sectorName,sectorDescription,sectorItemId,sectorItemName,materialFile,examId
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,833,Módulo 02,Organização,1516,Ebook e Certificado Módulo 02,89643,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,834,Módulo 03,Planejamento,1517,Aula 03 Planejamento,89731,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,834,Módulo 03,Planejamento,1518,Ebook e Certificado Módulo 03,89645,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,835,Módulo 04,Implementação,1519,01 Implementação,89732,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,835,Módulo 04,Implementação,1520,Ebook e Certificação Módulo 04,89647,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,836,Embarque - Sua jornada começa aqui,Bem-vindo(a)! Vamos começar?,1522,Aula 02 Introdução ao Contexto do Novo Ensino Médio,89734,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,836,Embarque - Sua jornada começa aqui,Bem-vindo(a)! Vamos começar?,1572,Aula 01 O que o professor e gestor devem esperar do curso,89799,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,836,Embarque - Sua jornada começa aqui,Bem-vindo(a)! Vamos começar?,1967,Como navegar na plataforma,91357,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,836,Embarque - Sua jornada começa aqui,Bem-vindo(a)! Vamos começar?,2112,Objetivos de Aprendizagem,91591,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,836,Embarque - Sua jornada começa aqui,Bem-vindo(a)! Vamos começar?,2117,Ementa do curso,91891,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,836,Embarque - Sua jornada começa aqui,Bem-vindo(a)! Vamos começar?,2118,Conteúdo Programático,91906,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,836,Embarque - Sua jornada começa aqui,Bem-vindo(a)! Vamos começar?,2123,Bem vindo(a) ao Curso!,92050,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,1523,Aula 01 Por que um Novo Ensino Médio,89735,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,1524,"Aula 02 FGB (BNCC, competências e habilidades) e Itinerários Formativos",89736,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,1525,Aula 03 Projeto de Vida,89737,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,1526,Aula 04 Novo Ensino Médio e a EAD,89738,
